,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2018 PRICE VAR [%]
NCZ,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-18.446821688560746
UTF,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-9.641437569960017
GHY,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-4.1009840861231535
BLX,138313000.0,-0.1766,138313000.0,27653000.0,46875000.0,91438000.0,81999000.0,81999000.0,81999000.0,2.09,2.08,39160048.0,39311000.0,1.0,0.61,0.5929,0.5270566371681403,84415000.0,81999000.0,81999000.0,0.5929,0.5280559999999999,672048000.0,672048000.0,753649000.0,7420000.0,6267747000.0,4076020000.0,5224935000.0,479712000.0,1042812000.0,3003297000.0,2416000.0,584007000.0,-2654000.0,10162000.0,-1115431000.0,-388919000.0,581353000.0,0.022067419122055,0.18489825859539,0.1648784844039,0.1648784844039,0.0769,7.1221,0.1999,-1.0985,6262322000.0,-4471286000.0,-0.1766,-0.058,-0.2515,-0.058,-0.0628,-0.0631,0.003,-0.0711,-0.1271,0.0975,Financial Services,0,-32.00464608058986
EFC,93960000.0,0.1718,84904000.0,5064000.0,18616000.0,66288000.0,33981000.0,33981000.0,33981000.0,1.04,1.04,31905840.0,31905840.0,0.9036,0.693,0.6663819999999998,0.362,65101000.0,65101000.0,35964000.0,0.3617,0.3617,47658000.0,227007000.0,918164000.0,0.0,2993341000.0,2047210000.0,2372380000.0,0.0,600099000.0,678810000.0,0.0,-94761760.0,0.0,0.0,386663000.0,-76271000.0,-372495930.0,0.031389674614418994,0.44849526917121,0.41198069567851,0.023279487693007,0.0717,-7.330236,0.0539,0.0,2993341000.0,-1454216000.0,0.2108,5.233846999999995,0.273,3.1229,3.1667,3.1667,-0.0212,-2.853604,0.2404,-0.0806,Financial Services,1,17.293871064411544
ACP,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-18.21956062922439
MIE,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-22.054875939889325
NHF,0.0,-0.41299,0.0,809113405.9172217,1148513122.5742679,84126000.0,84126000.0,339680483.3679877,347856641.0809938,3.7,3.7,23000000.0,130783919.19353797,1.0,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,-2.8,0.0944915638080014,6000000.0,8451943891.880543,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-158000000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,6000000.0,-91138646.95378238,-580086549.8434863,1560192971.6214437,7000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,-0.621428,0.21337782640949543,-0.0895,0.033284151824817414,-0.3588,-0.3588,0.4209,-0.9565,0.14458343188405798,0.10215001497005988,Financial Services,0,-13.222167331319357
PHD,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-9.182097475338573
INB,36208000.0,1.6639459999999837,36205000.0,809113405.9172217,1148513122.5742679,41358000.0,41358000.0,339680483.3679877,347856641.0809938,1.79,1.79,23142000.0,130783919.19353797,0.9999,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.7228839999999992,0.0944915638080014,495511.30999999994,318131000.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-7606000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,17000000.0,-91138646.95378238,-580086549.8434863,-19000000.0,-2000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,3.293802000000004,0.21337782640949543,3.5403,0.033284151824817414,3.5897,3.5897,0.0,-0.2609,0.14458343188405798,0.10215001497005988,Financial Services,0,-18.5000523941394
HCI,244406000.0,-0.0758,78777000.0,64790000.0,76891000.0,1886000.0,-15624000.0,-6893000.0,-6893000.0,-0.75,-0.75,9781952.0,9781952.0,0.3223,0.044,0.0047,-0.028,10734000.0,1143000.0,-6893000.0,-0.0639,-0.0282,256693000.0,256693000.0,422199000.0,12465000.0,842264000.0,388357000.0,648289000.0,189409000.0,193975000.0,388342000.0,9591000.0,16635000.0,-2340000.0,-80164000.0,39030000.0,-24438000.0,14295000.0,0.29017742655509005,1.0871414703482,0.7642092198672901,0.6609717347698101,-0.0238,-2.4133,0.2651,-0.244,837269000.0,-226090000.0,-0.4364,-0.9803,-0.9674,-1.2375,-1.2542,-1.2568,-0.077762,-0.8116,0.257,-0.0589,Financial Services,1,66.67304044832997
QQQX,27479000.0,-0.2797,27195000.0,809113405.9172217,1148513122.5742679,172019000.0,172019000.0,339680483.3679877,347856641.0809938,4.7,4.7,36611000.0,130783919.19353797,0.9897,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.7228839999999992,0.0944915638080014,812705932.1578646,597900.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,292144000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,-0.2816,0.21337782640949543,3.7253,0.033284151824817414,3.7,3.7,0.0013,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-12.579577271812987
ISD,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-6.419801703466918
NUM,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-1.8089858635515887
NVG,244345000.0,0.5345,233204000.0,809113405.9172217,1148513122.5742679,132686000.0,132686000.0,339680483.3679877,347856641.0809938,0.66,0.66,203000000.0,130783919.19353797,0.9544,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.5429999999999999,0.0944915638080014,3000000.0,29000000.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-6000000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,197000000.0,-91138646.95378238,-580086549.8434863,-219000000.0,-22000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.5238,0.21337782640949543,0.3069,0.033284151824817414,0.32,0.32,0.0,2.6695,0.14458343188405798,0.10215001497005988,Financial Services,0,-4.176094481360364
PHT,16785000.0,0.8449,16587000.0,809113405.9172217,1148513122.5742679,67990000.0,67990000.0,339680483.3679877,347856641.0809938,2.33,2.33,29232000.0,130783919.19353797,0.9882,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.7228839999999992,0.0944915638080014,812705932.1578646,597900.0,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,-113992000.0,3412545673.3478675,3606748457.0344367,105009872.08669397,29000000.0,-91138646.95378238,-4000000.0,-26000000.0,-1000000.0,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.8759,0.21337782640949543,2.9275,0.033284151824817414,2.9256,2.9256,0.0041,-0.0938,0.14458343188405798,0.10215001497005988,Financial Services,0,-11.002669337944141
PIM,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-5.426013252344868
TYG,2559530552.647226,0.18624960516128983,1532700419.081143,809113405.9172217,1148513122.5742679,492950394.6103462,427482851.2590517,339680483.3679877,347856641.0809938,1.6685809444444444,1.6412084870848707,123503008.12103581,130783919.19353797,0.8504481208695914,0.2023215687456441,0.22040895710631284,0.04716459401182877,694345593.0376625,508889004.97449696,354950901.18933564,0.20476022603102056,0.0944915638080014,812705932.1578646,1100772522.7916827,3547735340.182033,438379274.87120765,18856638573.14148,5566258509.464586,12719552936.727278,1824304293.0472834,3412545673.3478675,3606748457.0344367,105009872.08669397,517398277.5367459,-91138646.95378238,-580086549.8434863,22651190.37471602,50455861.410834186,404103027.7379799,0.1849794249194281,1.5745762340177085,1.1155597217699187,0.6258225391304153,0.03129538002980626,1.4712034887892376,0.4785912286995513,-0.8368280597014925,14243737161.084755,-7695389178.303924,0.20789297039897048,0.21337782640949543,0.3231317638190949,0.033284151824817414,0.22823409911054693,0.2315951656131479,0.05197880456852792,0.37196270000000003,0.14458343188405798,0.10215001497005988,Financial Services,0,-26.705050631672922
VBTX,70970000.0,0.5629,70970000.0,31440000.0,42789000.0,28181000.0,28181000.0,15152000.0,15110000.0,0.82,0.8,22648718.0,22648718.0,1.0,0.4370000000000001,0.3971,0.213,31017000.0,28181000.0,15152000.0,0.3971,0.2135,149044000.0,149044000.0,198647000.0,75251000.0,2945583000.0,2431800000.0,2456654000.0,44627000.0,488929000.0,2358702000.0,2836000.0,26662000.0,-44752000.0,-124855000.0,12446000.0,-85747000.0,-18090000.0,0.02409370233329,0.081687227568057,0.061289579735175986,0.061289579735175986,0.0293,1.7645,0.443,-6.239800000000001,2765690000.0,-2258007000.0,0.5629,0.4818,0.4818,0.2039,-0.2931,-0.292,0.701,1.4551,1.0913,0.417,Financial Services,0,-23.61558188053934
